,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
738,240.0,240.0,43.0,91.0,0.473,13.0,45.0,0.289,14.0,17.0,0.824,10.0,39.0,49.0,29.0,5.0,4.0,17.0,20.0,113.0,,,0.574,0.544,0.495,0.187,25.0,75.0,53.3,67.4,5.0,9.1,14.7,100.0,113.9,108.9,,,12.0,25.0,0.75,3.0,11.0,0.6,5.0,6.0,1.0,6.0,10.0,13.0,7.0,1.0,3.0,7.0,4.0,29.0,19.6,12.0,0.822,0.808,1.0,0.385,23.7,28.9,22.4,40.6,2.8,8.5,40.0,35.8,156.0,119.0,MIN,113,0,1,240.0,240.0,39.0,95.0,0.411,14.0,51.0,0.275,16.0,21.0,0.762,13.0,30.0,43.0,22.0,10.0,3.0,8.0,18.0,108.0,,,0.518,0.484,0.537,0.221,25.0,75.0,46.7,56.4,10.1,6.5,7.1,100.0,108.9,113.9,,,15.0,23.0,0.652,3.0,9.0,0.6,7.0,9.0,1.0,4.0,12.0,16.0,7.0,3.0,3.0,2.0,4.0,40.0,40.1,9.0,0.742,0.717,1.0,1.333,11.5,41.3,23.9,52.5,6.0,9.0,66.7,35.5,171.0,123.0,MIL,108,1,2022,2021-10-27,True
739,240.0,240.0,39.0,95.0,0.411,14.0,51.0,0.275,16.0,21.0,0.762,13.0,30.0,43.0,22.0,10.0,3.0,8.0,18.0,108.0,,,0.518,0.484,0.537,0.221,25.0,75.0,46.7,56.4,10.1,6.5,7.1,100.0,108.9,113.9,,,15.0,23.0,0.652,3.0,9.0,0.6,7.0,9.0,1.0,4.0,12.0,16.0,7.0,3.0,3.0,2.0,4.0,40.0,40.1,9.0,0.742,0.717,1.0,1.333,11.5,41.3,23.9,52.5,6.0,9.0,66.7,35.5,171.0,123.0,MIL,108,1,0,240.0,240.0,43.0,91.0,0.473,13.0,45.0,0.289,14.0,17.0,0.824,10.0,39.0,49.0,29.0,5.0,4.0,17.0,20.0,113.0,,,0.574,0.544,0.495,0.187,25.0,75.0,53.3,67.4,5.0,9.1,14.7,100.0,113.9,108.9,,,12.0,25.0,0.75,3.0,11.0,0.6,5.0,6.0,1.0,6.0,10.0,13.0,7.0,1.0,3.0,7.0,4.0,29.0,19.6,12.0,0.822,0.808,1.0,0.385,23.7,28.9,22.4,40.6,2.8,8.5,40.0,35.8,156.0,119.0,MIN,113,0,2022,2021-10-27,False
740,240.0,240.0,34.0,91.0,0.374,14.0,43.0,0.326,9.0,16.0,0.563,8.0,31.0,39.0,22.0,9.0,4.0,19.0,21.0,91.0,,,0.464,0.451,0.473,0.176,15.4,75.6,41.9,64.7,8.5,7.0,16.2,100.0,85.7,116.8,,,6.0,15.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,5.0,5.0,13.0,11.7,0.0,1.25,1.25,1.0,1.0,18.5,39.1,25.8,35.8,5.4,4.7,60.0,31.0,159.0,126.0,OKC,91,0,1,240.0,240.0,48.0,95.0,0.505,17.0,38.0,0.447,11.0,14.0,0.786,10.0,44.0,54.0,29.0,12.0,10.0,17.0,18.0,124.0,,,0.613,0.595,0.4,0.147,24.4,84.6,58.1,60.4,11.3,20.8,14.4,100.0,116.8,85.7,,,13.0,19.0,0.684,4.0,8.0,1.0,4.0,5.0,1.0,5.0,12.0,14.0,10.0,2.0,3.0,6.0,4.0,31.0,31.1,28.0,0.872,0.833,1.0,1.0,17.5,39.4,25.7,41.8,7.8,17.2,52.4,27.9,235.0,99.0,HOU,124,1,2022,2021-10-22,False
741,240.0,240.0,48.0,95.0,0.505,17.0,38.0,0.447,11.0,14.0,0.786,10.0,44.0,54.0,29.0,12.0,10.0,17.0,18.0,124.0,,,0.613,0.595,0.4,0.147,24.4,84.6,58.1,60.4,11.3,20.8,14.4,100.0,116.8,85.7,,,13.0,19.0,0.684,4.0,8.0,1.0,4.0,5.0,1.0,5.0,12.0,14.0,10.0,2.0,3.0,6.0,4.0,31.0,31.1,28.0,0.872,0.833,1.0,1.0,17.5,39.4,25.7,41.8,7.8,17.2,52.4,27.9,235.0,99.0,HOU,124,1,0,240.0,240.0,34.0,91.0,0.374,14.0,43.0,0.326,9.0,16.0,0.563,8.0,31.0,39.0,22.0,9.0,4.0,19.0,21.0,91.0,,,0.464,0.451,0.473,0.176,15.4,75.6,41.9,64.7,8.5,7.0,16.2,100.0,85.7,116.8,,,6.0,15.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,5.0,5.0,13.0,11.7,0.0,1.25,1.25,1.0,1.0,18.5,39.1,25.8,35.8,5.4,4.7,60.0,31.0,159.0,126.0,OKC,91,0,2022,2021-10-22,True
742,240.0,240.0,45.0,93.0,0.484,13.0,34.0,0.382,20.0,21.0,0.952,8.0,34.0,42.0,31.0,4.0,0.0,17.0,25.0,123.0,,,0.602,0.554,0.366,0.226,19.0,82.9,50.6,68.9,3.7,0.0,14.3,100.0,114.6,119.3,,,8.0,16.0,0.714,3.0,10.0,0.75,6.0,6.0,1.0,4.0,8.0,12.0,7.0,1.0,0.0,7.0,6.0,23.0,16.6,9.0,0.83,0.714,0.667,1.0,15.5,37.6,23.6,37.3,2.3,0.0,30.9,27.9,140.0,124.0,MEM,123,0,1,240.0,240.0,44.0,90.0,0.489,14.0,34.0,0.412,26.0,31.0,0.839,7.0,34.0,41.0,26.0,9.0,8.0,12.0,24.0,128.0,,,0.618,0.567,0.378,0.344,17.1,81.0,49.4,59.1,8.4,13.6,10.4,100.0,119.3,114.6,,,9.0,18.0,0.7,5.0,9.0,0.556,8.0,8.0,1.0,3.0,8.0,8.0,9.0,5.0,2.0,2.0,5.0,27.0,30.1,15.0,0.723,0.7,0.75,0.7,10.2,35.9,19.1,48.9,7.5,5.9,25.0,31.3,139.0,124.0,SAC,128,1,2020,2020-01-02,False
743,240.0,240.0,44.0,90.0,0.489,14.0,34.0,0.412,26.0,31.0,0.839,7.0,34.0,41.0,26.0,9.0,8.0,12.0,24.0,128.0,,,0.618,0.567,0.378,0.344,17.1,81.0,49.4,59.1,8.4,13.6,10.4,100.0,119.3,114.6,,,9.0,18.0,0.7,5.0,9.0,0.556,8.0,8.0,1.0,3.0,8.0,8.0,9.0,5.0,2.0,2.0,5.0,27.0,30.1,15.0,0.723,0.7,0.75,0.7,10.2,35.9,19.1,48.9,7.5,5.9,25.0,31.3,139.0,124.0,SAC,128,1,0,240.0,240.0,45.0,93.0,0.484,13.0,34.0,0.382,20.0,21.0,0.952,8.0,34.0,42.0,31.0,4.0,0.0,17.0,25.0,123.0,,,0.602,0.554,0.366,0.226,19.0,82.9,50.6,68.9,3.7,0.0,14.3,100.0,114.6,119.3,,,8.0,16.0,0.714,3.0,10.0,0.75,6.0,6.0,1.0,4.0,8.0,12.0,7.0,1.0,0.0,7.0,6.0,23.0,16.6,9.0,0.83,0.714,0.667,1.0,15.5,37.6,23.6,37.3,2.3,0.0,30.9,27.9,140.0,124.0,MEM,123,0,2020,2020-01-02,True
744,265.0,265.0,39.0,97.0,0.402,12.0,48.0,0.25,14.0,14.0,1.0,10.0,41.0,51.0,25.0,17.0,9.0,17.0,14.0,104.0,,,0.504,0.464,0.495,0.144,19.6,85.4,51.5,64.1,15.7,18.0,14.1,100.0,96.2,93.4,,,11.0,22.0,0.667,5.0,11.0,0.455,6.0,6.0,1.0,3.0,7.0,9.0,5.0,4.0,3.0,5.0,4.0,30.0,23.6,14.0,0.773,0.667,0.778,0.667,14.6,22.7,17.6,37.0,6.5,10.1,27.9,31.4,126.0,101.0,MEM,104,0,1,265.0,265.0,39.0,90.0,0.433,14.0,40.0,0.35,9.0,12.0,0.75,7.0,41.0,48.0,29.0,8.0,7.0,22.0,17.0,101.0,,,0.53,0.511,0.444,0.133,14.6,80.4,48.5,74.4,7.4,14.3,18.8,100.0,93.4,96.2,,,11.0,29.0,1.0,7.0,20.0,0.667,7.0,7.0,1.0,2.0,11.0,12.0,8.0,3.0,5.0,6.0,3.0,36.0,23.4,12.0,1.0,1.0,0.75,0.4,12.7,30.4,17.1,42.3,3.9,14.4,100.0,41.2,213.0,107.0,GSW,101,1,2022,2021-10-28,True
745,265.0,265.0,39.0,90.0,0.433,14.0,40.0,0.35,9.0,12.0,0.75,7.0,41.0,48.0,29.0,8.0,7.0,22.0,17.0,101.0,,,0.53,0.511,0.444,0.133,14.6,80.4,48.5,74.4,7.4,14.3,18.8,100.0,93.4,96.2,,,11.0,29.0,1.0,7.0,20.0,0.667,7.0,7.0,1.0,2.0,11.0,12.0,8.0,3.0,5.0,6.0,3.0,36.0,23.4,12.0,1.0,1.0,0.75,0.4,12.7,30.4,17.1,42.3,3.9,14.4,100.0,41.2,213.0,107.0,GSW,101,1,0,265.0,265.0,39.0,97.0,0.402,12.0,48.0,0.25,14.0,14.0,1.0,10.0,41.0,51.0,25.0,17.0,9.0,17.0,14.0,104.0,,,0.504,0.464,0.495,0.144,19.6,85.4,51.5,64.1,15.7,18.0,14.1,100.0,96.2,93.4,,,11.0,22.0,0.667,5.0,11.0,0.455,6.0,6.0,1.0,3.0,7.0,9.0,5.0,4.0,3.0,5.0,4.0,30.0,23.6,14.0,0.773,0.667,0.778,0.667,14.6,22.7,17.6,37.0,6.5,10.1,27.9,31.4,126.0,101.0,MEM,104,0,2022,2021-10-28,False
746,240.0,240.0,40.0,83.0,0.482,14.0,35.0,0.4,17.0,23.0,0.739,8.0,33.0,41.0,21.0,9.0,0.0,18.0,20.0,111.0,,,0.596,0.566,0.422,0.277,22.2,86.8,55.4,52.5,9.0,0.0,16.2,100.0,110.5,116.5,,,8.0,15.0,0.625,5.0,12.0,0.5,7.0,9.0,1.0,3.0,9.0,10.0,5.0,4.0,0.0,6.0,5.0,28.0,22.4,4.0,0.765,0.7,1.0,0.8,23.6,50.2,25.8,24.7,5.6,0.0,25.4,31.8,136.0,122.0,MIN,111,0,1,240.0,240.0,41.0,80.0,0.513,15.0,38.0,0.395,20.0,26.0,0.769,5.0,28.0,33.0,24.0,9.0,5.0,16.0,20.0,117.0,,,0.64,0.606,0.475,0.325,13.2,77.8,44.6,58.5,9.0,10.4,14.9,100.0,116.5,110.5,,,11.0,19.0,1.0,5.0,10.0,1.0,10.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,2.0,6.0,5.0,37.0,31.9,19.0,1.5,1.5,1.0,0.737,10.6,29.8,19.9,35.7,5.2,5.6,33.3,35.1,286.0,120.0,HOU,117,1,2020,2020-03-10,False
747,240.0,240.0,41.0,80.0,0.513,15.0,38.0,0.395,20.0,26.0,0.769,5.0,28.0,33.0,24.0,9.0,5.0,16.0,20.0,117.0,,,0.64,0.606,0.475,0.325,13.2,77.8,44.6,58.5,9.0,10.4,14.9,100.0,116.5,110.5,,,11.0,19.0,1.0,5.0,10.0,1.0,10.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,2.0,6.0,5.0,37.0,31.9,19.0,1.5,1.5,1.0,0.737,10.6,29.8,19.9,35.7,5.2,5.6,33.3,35.1,286.0,120.0,HOU,117,1,0,240.0,240.0,40.0,83.0,0.482,14.0,35.0,0.4,17.0,23.0,0.739,8.0,33.0,41.0,21.0,9.0,0.0,18.0,20.0,111.0,,,0.596,0.566,0.422,0.277,22.2,86.8,55.4,52.5,9.0,0.0,16.2,100.0,110.5,116.5,,,8.0,15.0,0.625,5.0,12.0,0.5,7.0,9.0,1.0,3.0,9.0,10.0,5.0,4.0,0.0,6.0,5.0,28.0,22.4,4.0,0.765,0.7,1.0,0.8,23.6,50.2,25.8,24.7,5.6,0.0,25.4,31.8,136.0,122.0,MIN,111,0,2020,2020-03-10,True
748,240.0,240.0,51.0,86.0,0.593,15.0,32.0,0.469,19.0,25.0,0.76,11.0,30.0,41.0,31.0,12.0,8.0,17.0,18.0,136.0,,,0.701,0.68,0.372,0.291,33.3,75.0,56.2,60.8,11.7,13.6,14.9,100.0,133.1,100.8,,,12.0,17.0,1.0,5.0,7.0,1.0,5.0,6.0,1.0,7.0,10.0,17.0,9.0,5.0,3.0,6.0,4.0,27.0,26.4,24.0,1.5,1.5,1.0,1.333,37.7,44.7,41.4,56.4,8.7,15.2,60.0,30.8,274.0,111.0,DET,136,0,1,240.0,240.0,40.0,93.0,0.43,10.0,34.0,0.294,13.0,15.0,0.867,10.0,22.0,32.0,18.0,9.0,6.0,19.0,20.0,103.0,,,0.517,0.484,0.366,0.161,25.0,66.7,43.8,45.0,8.8,11.1,16.0,100.0,100.8,133.1,,,8.0,16.0,1.0,2.0,7.0,1.0,2.0,4.0,1.0,3.0,7.0,8.0,7.0,3.0,2.0,5.0,5.0,20.0,17.8,3.0,1.064,1.0,1.0,2.0,20.4,37.2,19.2,46.5,7.0,8.8,41.0,32.1,226.0,142.0,ATL,103,1,2020,2020-01-18,True
749,240.0,240.0,40.0,93.0,0.43,10.0,34.0,0.294,13.0,15.0,0.867,10.0,22.0,32.0,18.0,9.0,6.0,19.0,20.0,103.0,,,0.517,0.484,0.366,0.161,25.0,66.7,43.8,45.0,8.8,11.1,16.0,100.0,100.8,133.1,,,8.0,16.0,1.0,2.0,7.0,1.0,2.0,4.0,1.0,3.0,7.0,8.0,7.0,3.0,2.0,5.0,5.0,20.0,17.8,3.0,1.064,1.0,1.0,2.0,20.4,37.2,19.2,46.5,7.0,8.8,41.0,32.1,226.0,142.0,ATL,103,1,0,240.0,240.0,51.0,86.0,0.593,15.0,32.0,0.469,19.0,25.0,0.76,11.0,30.0,41.0,31.0,12.0,8.0,17.0,18.0,136.0,,,0.701,0.68,0.372,0.291,33.3,75.0,56.2,60.8,11.7,13.6,14.9,100.0,133.1,100.8,,,12.0,17.0,1.0,5.0,7.0,1.0,5.0,6.0,1.0,7.0,10.0,17.0,9.0,5.0,3.0,6.0,4.0,27.0,26.4,24.0,1.5,1.5,1.0,1.333,37.7,44.7,41.4,56.4,8.7,15.2,60.0,30.8,274.0,111.0,DET,136,0,2020,2020-01-18,False
750,240.0,240.0,47.0,88.0,0.534,13.0,34.0,0.382,18.0,24.0,0.75,7.0,34.0,41.0,29.0,9.0,11.0,18.0,16.0,125.0,,,0.634,0.608,0.386,0.273,17.9,70.8,47.1,61.7,8.7,17.5,15.4,100.0,121.5,107.9,,,10.0,16.0,0.8,4.0,7.0,1.0,5.0,6.0,1.0,2.0,7.0,9.0,8.0,3.0,4.0,4.0,3.0,28.0,31.0,24.0,0.917,0.917,0.833,0.8,15.2,26.0,19.2,35.5,4.3,9.2,28.6,37.8,152.0,122.0,NOP,125,0,1,240.0,240.0,42.0,97.0,0.433,11.0,34.0,0.324,16.0,18.0,0.889,14.0,32.0,46.0,25.0,7.0,2.0,14.0,20.0,111.0,,,0.529,0.49,0.351,0.186,29.2,82.1,52.9,59.5,6.8,3.7,11.8,100.0,107.4,120.9,,,9.0,20.0,1.0,5.0,10.0,0.625,4.0,4.0,1.0,5.0,9.0,11.0,7.0,2.0,1.0,3.0,4.0,24.0,22.0,10.0,1.0,1.0,0.667,0.8,21.8,100.0,67.6,42.6,3.7,3.7,20.5,30.6,200.0,128.0,CLE,111,1,2020,2020-01-28,True
751,240.0,240.0,42.0,97.0,0.433,11.0,34.0,0.324,16.0,18.0,0.889,14.0,32.0,46.0,25.0,7.0,2.0,14.0,20.0,111.0,,,0.529,0.49,0.351,0.186,29.2,82.1,52.9,59.5,6.8,3.7,11.8,100.0,107.4,120.9,,,9.0,20.0,1.0,5.0,10.0,0.625,4.0,4.0,1.0,5.0,9.0,11.0,7.0,2.0,1.0,3.0,4.0,24.0,22.0,10.0,1.0,1.0,0.667,0.8,21.8,100.0,67.6,42.6,3.7,3.7,20.5,30.6,200.0,128.0,CLE,111,1,0,240.0,240.0,47.0,88.0,0.534,13.0,34.0,0.382,18.0,24.0,0.75,7.0,34.0,41.0,29.0,9.0,11.0,18.0,16.0,125.0,,,0.634,0.608,0.386,0.273,17.9,70.8,47.1,61.7,8.7,17.5,15.4,100.0,121.5,107.9,,,10.0,16.0,0.8,4.0,7.0,1.0,5.0,6.0,1.0,2.0,7.0,9.0,8.0,3.0,4.0,4.0,3.0,28.0,31.0,24.0,0.917,0.917,0.833,0.8,15.2,26.0,19.2,35.5,4.3,9.2,28.6,37.8,152.0,122.0,NOP,125,0,2020,2020-01-28,False
752,240.0,240.0,31.0,89.0,0.348,9.0,40.0,0.225,18.0,23.0,0.783,21.0,40.0,61.0,15.0,10.0,5.0,28.0,22.0,89.0,,,0.449,0.399,0.449,0.258,38.2,75.5,56.5,48.4,9.7,8.6,22.0,100.0,86.2,93.0,,,12.0,24.0,1.0,3.0,13.0,1.0,8.0,8.0,1.0,6.0,14.0,17.0,4.0,3.0,2.0,7.0,5.0,30.0,23.8,7.0,1.5,1.5,1.0,0.8,21.2,35.3,21.0,37.6,4.0,11.0,75.0,36.7,158.0,104.0,NOP,89,0,1,240.0,240.0,39.0,96.0,0.406,12.0,38.0,0.316,6.0,10.0,0.6,13.0,34.0,47.0,22.0,13.0,8.0,19.0,25.0,96.0,,,0.478,0.469,0.396,0.104,24.5,61.8,43.5,56.4,12.6,16.3,15.9,100.0,93.0,86.2,,,10.0,22.0,0.667,3.0,8.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,6.0,3.0,3.0,7.0,6.0,25.0,14.5,10.0,0.773,0.667,0.833,2.0,14.4,41.7,28.3,38.6,11.1,10.3,33.3,36.4,168.0,97.0,MIN,96,1,2022,2021-10-23,False
753,240.0,240.0,39.0,96.0,0.406,12.0,38.0,0.316,6.0,10.0,0.6,13.0,34.0,47.0,22.0,13.0,8.0,19.0,25.0,96.0,,,0.478,0.469,0.396,0.104,24.5,61.8,43.5,56.4,12.6,16.3,15.9,100.0,93.0,86.2,,,10.0,22.0,0.667,3.0,8.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,6.0,3.0,3.0,7.0,6.0,25.0,14.5,10.0,0.773,0.667,0.833,2.0,14.4,41.7,28.3,38.6,11.1,10.3,33.3,36.4,168.0,97.0,MIN,96,1,0,240.0,240.0,31.0,89.0,0.348,9.0,40.0,0.225,18.0,23.0,0.783,21.0,40.0,61.0,15.0,10.0,5.0,28.0,22.0,89.0,,,0.449,0.399,0.449,0.258,38.2,75.5,56.5,48.4,9.7,8.6,22.0,100.0,86.2,93.0,,,12.0,24.0,1.0,3.0,13.0,1.0,8.0,8.0,1.0,6.0,14.0,17.0,4.0,3.0,2.0,7.0,5.0,30.0,23.8,7.0,1.5,1.5,1.0,0.8,21.2,35.3,21.0,37.6,4.0,11.0,75.0,36.7,158.0,104.0,NOP,89,0,2022,2021-10-23,True
754,240.0,240.0,48.0,96.0,0.5,9.0,24.0,0.375,10.0,13.0,0.769,11.0,34.0,45.0,25.0,9.0,6.0,14.0,21.0,115.0,,,0.565,0.547,0.25,0.135,28.2,79.1,54.9,52.1,9.1,12.2,12.1,100.0,116.0,100.9,,,10.0,19.0,0.875,6.0,8.0,0.75,3.0,4.0,1.0,3.0,10.0,11.0,5.0,3.0,2.0,5.0,5.0,23.0,17.4,19.0,0.909,0.909,0.727,0.667,14.8,42.2,24.3,19.7,8.9,8.3,20.5,28.0,180.0,112.0,CLE,115,0,1,240.0,240.0,38.0,84.0,0.452,12.0,35.0,0.343,12.0,17.0,0.706,9.0,28.0,37.0,18.0,8.0,7.0,18.0,20.0,100.0,,,0.547,0.524,0.417,0.202,20.9,71.8,45.1,47.4,8.1,9.7,16.4,100.0,100.9,116.0,,,7.0,14.0,1.0,3.0,7.0,0.6,2.0,4.0,1.0,4.0,6.0,8.0,6.0,3.0,2.0,4.0,4.0,16.0,14.6,3.0,1.031,1.0,0.714,0.667,13.9,36.8,21.0,34.3,4.5,4.1,50.8,29.8,127.0,124.0,DET,100,1,2020,2020-01-27,True
755,240.0,240.0,38.0,84.0,0.452,12.0,35.0,0.343,12.0,17.0,0.706,9.0,28.0,37.0,18.0,8.0,7.0,18.0,20.0,100.0,,,0.547,0.524,0.417,0.202,20.9,71.8,45.1,47.4,8.1,9.7,16.4,100.0,100.9,116.0,,,7.0,14.0,1.0,3.0,7.0,0.6,2.0,4.0,1.0,4.0,6.0,8.0,6.0,3.0,2.0,4.0,4.0,16.0,14.6,3.0,1.031,1.0,0.714,0.667,13.9,36.8,21.0,34.3,4.5,4.1,50.8,29.8,127.0,124.0,DET,100,1,0,240.0,240.0,48.0,96.0,0.5,9.0,24.0,0.375,10.0,13.0,0.769,11.0,34.0,45.0,25.0,9.0,6.0,14.0,21.0,115.0,,,0.565,0.547,0.25,0.135,28.2,79.1,54.9,52.1,9.1,12.2,12.1,100.0,116.0,100.9,,,10.0,19.0,0.875,6.0,8.0,0.75,3.0,4.0,1.0,3.0,10.0,11.0,5.0,3.0,2.0,5.0,5.0,23.0,17.4,19.0,0.909,0.909,0.727,0.667,14.8,42.2,24.3,19.7,8.9,8.3,20.5,28.0,180.0,112.0,CLE,115,0,2020,2020-01-27,False
756,240.0,240.0,40.0,90.0,0.444,14.0,43.0,0.326,12.0,14.0,0.857,11.0,27.0,38.0,27.0,11.0,2.0,9.0,19.0,106.0,,,0.551,0.522,0.478,0.156,23.9,81.8,48.1,67.5,11.8,4.5,8.6,100.0,113.7,108.4,,,10.0,19.0,0.625,6.0,12.0,0.5,6.0,6.0,1.0,4.0,7.0,10.0,5.0,4.0,1.0,3.0,5.0,25.0,19.5,12.0,0.75,0.75,1.0,0.545,13.0,54.2,22.6,44.7,6.1,3.4,18.9,29.2,235.0,117.0,MIA,106,0,1,240.0,240.0,36.0,72.0,0.5,10.0,28.0,0.357,19.0,24.0,0.792,6.0,35.0,41.0,19.0,5.0,3.0,20.0,22.0,101.0,,,0.612,0.569,0.389,0.333,18.2,76.1,51.9,52.8,5.4,6.4,19.5,100.0,108.4,113.7,,,9.0,19.0,1.0,4.0,11.0,0.667,9.0,11.0,1.0,3.0,8.0,8.0,4.0,2.0,1.0,5.0,4.0,23.0,15.8,9.0,1.014,1.0,1.0,0.917,13.5,48.3,33.8,98.8,3.0,3.0,100.0,34.4,228.0,123.0,BOS,101,1,2020,2020-09-17,True
757,240.0,240.0,36.0,72.0,0.5,10.0,28.0,0.357,19.0,24.0,0.792,6.0,35.0,41.0,19.0,5.0,3.0,20.0,22.0,101.0,,,0.612,0.569,0.389,0.333,18.2,76.1,51.9,52.8,5.4,6.4,19.5,100.0,108.4,113.7,,,9.0,19.0,1.0,4.0,11.0,0.667,9.0,11.0,1.0,3.0,8.0,8.0,4.0,2.0,1.0,5.0,4.0,23.0,15.8,9.0,1.014,1.0,1.0,0.917,13.5,48.3,33.8,98.8,3.0,3.0,100.0,34.4,228.0,123.0,BOS,101,1,0,240.0,240.0,40.0,90.0,0.444,14.0,43.0,0.326,12.0,14.0,0.857,11.0,27.0,38.0,27.0,11.0,2.0,9.0,19.0,106.0,,,0.551,0.522,0.478,0.156,23.9,81.8,48.1,67.5,11.8,4.5,8.6,100.0,113.7,108.4,,,10.0,19.0,0.625,6.0,12.0,0.5,6.0,6.0,1.0,4.0,7.0,10.0,5.0,4.0,1.0,3.0,5.0,25.0,19.5,12.0,0.75,0.75,1.0,0.545,13.0,54.2,22.6,44.7,6.1,3.4,18.9,29.2,235.0,117.0,MIA,106,0,2020,2020-09-17,False
758,240.0,240.0,33.0,89.0,0.371,11.0,37.0,0.297,15.0,19.0,0.789,11.0,30.0,41.0,23.0,7.0,6.0,7.0,13.0,92.0,,,0.472,0.433,0.416,0.213,22.4,90.9,50.0,69.7,7.7,11.8,6.7,100.0,101.1,124.2,,,6.0,15.0,1.0,3.0,10.0,1.0,3.0,4.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,2.0,3.0,13.0,13.0,5.0,1.289,1.333,1.0,2.0,15.5,100.0,46.5,46.6,21.2,14.9,20.5,35.0,183.0,133.0,ORL,92,0,1,240.0,240.0,42.0,79.0,0.532,14.0,28.0,0.5,15.0,16.0,0.938,3.0,38.0,41.0,31.0,2.0,9.0,12.0,18.0,113.0,,,0.657,0.62,0.354,0.203,9.1,77.6,50.0,73.8,2.2,17.3,12.2,100.0,124.2,101.1,,,10.0,16.0,1.0,6.0,9.0,1.0,5.0,5.0,1.0,2.0,10.0,10.0,10.0,1.0,3.0,3.0,4.0,21.0,22.8,25.0,1.25,1.25,1.0,0.833,9.6,39.2,23.4,54.8,1.8,14.2,40.0,41.6,250.0,114.0,MIA,113,1,2020,2020-01-27,False
759,240.0,240.0,42.0,79.0,0.532,14.0,28.0,0.5,15.0,16.0,0.938,3.0,38.0,41.0,31.0,2.0,9.0,12.0,18.0,113.0,,,0.657,0.62,0.354,0.203,9.1,77.6,50.0,73.8,2.2,17.3,12.2,100.0,124.2,101.1,,,10.0,16.0,1.0,6.0,9.0,1.0,5.0,5.0,1.0,2.0,10.0,10.0,10.0,1.0,3.0,3.0,4.0,21.0,22.8,25.0,1.25,1.25,1.0,0.833,9.6,39.2,23.4,54.8,1.8,14.2,40.0,41.6,250.0,114.0,MIA,113,1,0,240.0,240.0,33.0,89.0,0.371,11.0,37.0,0.297,15.0,19.0,0.789,11.0,30.0,41.0,23.0,7.0,6.0,7.0,13.0,92.0,,,0.472,0.433,0.416,0.213,22.4,90.9,50.0,69.7,7.7,11.8,6.7,100.0,101.1,124.2,,,6.0,15.0,1.0,3.0,10.0,1.0,3.0,4.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,2.0,3.0,13.0,13.0,5.0,1.289,1.333,1.0,2.0,15.5,100.0,46.5,46.6,21.2,14.9,20.5,35.0,183.0,133.0,ORL,92,0,2020,2020-01-27,True
